id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,tempat_kejadian,jumlah_kekerasan,satuan,tahun
269,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASILITAS UMUM,1,KASUS,2019
270,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2019
271,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH TANGGA,8,KASUS,2019
272,32,JAWA BARAT,3271,KOTA BOGOR,TEMPAT KEJADIAN,0,KASUS,2019
273,32,JAWA BARAT,3271,KOTA BOGOR,LAINNYA,1,KASUS,2019
274,32,JAWA BARAT,3271,KOTA BOGOR,SEKOLAH,0,KASUS,2019
275,32,JAWA BARAT,3271,KOTA BOGOR,FASILITAS UMUM,2,KASUS,2019
276,32,JAWA BARAT,3271,KOTA BOGOR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2019
277,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH TANGGA,5,KASUS,2019
278,32,JAWA BARAT,3272,KOTA SUKABUMI,TEMPAT KEJADIAN,1,KASUS,2019
279,32,JAWA BARAT,3272,KOTA SUKABUMI,LAINNYA,1,KASUS,2019
280,32,JAWA BARAT,3272,KOTA SUKABUMI,SEKOLAH,1,KASUS,2019
281,32,JAWA BARAT,3272,KOTA SUKABUMI,FASILITAS UMUM,0,KASUS,2019
282,32,JAWA BARAT,3272,KOTA SUKABUMI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2019
283,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH TANGGA,156,KASUS,2019
284,32,JAWA BARAT,3273,KOTA BANDUNG,TEMPAT KEJADIAN,0,KASUS,2019
285,32,JAWA BARAT,3273,KOTA BANDUNG,LAINNYA,72,KASUS,2019
286,32,JAWA BARAT,3273,KOTA BANDUNG,SEKOLAH,8,KASUS,2019
287,32,JAWA BARAT,3273,KOTA BANDUNG,FASILITAS UMUM,6,KASUS,2019
288,32,JAWA BARAT,3273,KOTA BANDUNG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2019
289,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH TANGGA,4,KASUS,2019
290,32,JAWA BARAT,3274,KOTA CIREBON,TEMPAT KEJADIAN,0,KASUS,2019
291,32,JAWA BARAT,3274,KOTA CIREBON,LAINNYA,1,KASUS,2019
292,32,JAWA BARAT,3274,KOTA CIREBON,SEKOLAH,0,KASUS,2019
293,32,JAWA BARAT,3274,KOTA CIREBON,FASILITAS UMUM,0,KASUS,2019
294,32,JAWA BARAT,3274,KOTA CIREBON,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2019
295,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH TANGGA,1,KASUS,2019
296,32,JAWA BARAT,3275,KOTA BEKASI,TEMPAT KEJADIAN,0,KASUS,2019
297,32,JAWA BARAT,3275,KOTA BEKASI,LAINNYA,1,KASUS,2019
298,32,JAWA BARAT,3275,KOTA BEKASI,SEKOLAH,0,KASUS,2019
299,32,JAWA BARAT,3275,KOTA BEKASI,FASILITAS UMUM,0,KASUS,2019
300,32,JAWA BARAT,3275,KOTA BEKASI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2019
301,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH TANGGA,23,KASUS,2019
302,32,JAWA BARAT,3276,KOTA DEPOK,TEMPAT KEJADIAN,0,KASUS,2019
303,32,JAWA BARAT,3276,KOTA DEPOK,LAINNYA,7,KASUS,2019
304,32,JAWA BARAT,3276,KOTA DEPOK,SEKOLAH,0,KASUS,2019
305,32,JAWA BARAT,3276,KOTA DEPOK,FASILITAS UMUM,0,KASUS,2019
306,32,JAWA BARAT,3276,KOTA DEPOK,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2019
307,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH TANGGA,6,KASUS,2019
308,32,JAWA BARAT,3277,KOTA CIMAHI,TEMPAT KEJADIAN,0,KASUS,2019
309,32,JAWA BARAT,3277,KOTA CIMAHI,LAINNYA,5,KASUS,2019
310,32,JAWA BARAT,3277,KOTA CIMAHI,SEKOLAH,0,KASUS,2019
311,32,JAWA BARAT,3277,KOTA CIMAHI,FASILITAS UMUM,1,KASUS,2019
312,32,JAWA BARAT,3277,KOTA CIMAHI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2019
313,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH TANGGA,3,KASUS,2019
314,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TEMPAT KEJADIAN,1,KASUS,2019
315,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAINNYA,0,KASUS,2019
316,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SEKOLAH,0,KASUS,2019
317,32,JAWA BARAT,3278,KOTA TASIKMALAYA,FASILITAS UMUM,1,KASUS,2019
318,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2019
319,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH TANGGA,1,KASUS,2019
320,32,JAWA BARAT,3279,KOTA BANJAR,TEMPAT KEJADIAN,0,KASUS,2019
321,32,JAWA BARAT,3279,KOTA BANJAR,LAINNYA,0,KASUS,2019
322,32,JAWA BARAT,3279,KOTA BANJAR,SEKOLAH,0,KASUS,2019
323,32,JAWA BARAT,3279,KOTA BANJAR,FASILITAS UMUM,0,KASUS,2019
324,32,JAWA BARAT,3279,KOTA BANJAR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2019
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUMAH TANGGA,6,KASUS,2020
326,32,JAWA BARAT,3201,KABUPATEN BOGOR,TEMPAT KERJA,0,KASUS,2020
327,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAINNYA,2,KASUS,2020
328,32,JAWA BARAT,3201,KABUPATEN BOGOR,SEKOLAH,4,KASUS,2020
329,32,JAWA BARAT,3201,KABUPATEN BOGOR,FASILITAS UMUM,1,KASUS,2020
330,32,JAWA BARAT,3201,KABUPATEN BOGOR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
331,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUMAH TANGGA,23,KASUS,2020
332,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TEMPAT KERJA,5,KASUS,2020
333,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAINNYA,93,KASUS,2020
334,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SEKOLAH,4,KASUS,2020
335,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,FASILITAS UMUM,1,KASUS,2020
336,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
337,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUMAH TANGGA,0,KASUS,2020
338,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TEMPAT KERJA,0,KASUS,2020
339,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAINNYA,0,KASUS,2020
340,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SEKOLAH,0,KASUS,2020
341,32,JAWA BARAT,3203,KABUPATEN CIANJUR,FASILITAS UMUM,0,KASUS,2020
342,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
343,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUMAH TANGGA,67,KASUS,2020
344,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TEMPAT KERJA,0,KASUS,2020
345,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAINNYA,6,KASUS,2020
346,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SEKOLAH,3,KASUS,2020
347,32,JAWA BARAT,3204,KABUPATEN BANDUNG,FASILITAS UMUM,6,KASUS,2020
348,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
349,32,JAWA BARAT,3205,KABUPATEN GARUT,RUMAH TANGGA,3,KASUS,2020
350,32,JAWA BARAT,3205,KABUPATEN GARUT,TEMPAT KERJA,0,KASUS,2020
351,32,JAWA BARAT,3205,KABUPATEN GARUT,LAINNYA,4,KASUS,2020
352,32,JAWA BARAT,3205,KABUPATEN GARUT,SEKOLAH,0,KASUS,2020
353,32,JAWA BARAT,3205,KABUPATEN GARUT,FASILITAS UMUM,0,KASUS,2020
354,32,JAWA BARAT,3205,KABUPATEN GARUT,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
355,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUMAH TANGGA,32,KASUS,2020
356,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TEMPAT KERJA,0,KASUS,2020
357,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAINNYA,11,KASUS,2020
358,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SEKOLAH,3,KASUS,2020
359,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASILITAS UMUM,3,KASUS,2020
360,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
361,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUMAH TANGGA,8,KASUS,2020
362,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TEMPAT KERJA,0,KASUS,2020
363,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAINNYA,8,KASUS,2020
364,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SEKOLAH,0,KASUS,2020
365,32,JAWA BARAT,3207,KABUPATEN CIAMIS,FASILITAS UMUM,0,KASUS,2020
366,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
367,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUMAH TANGGA,7,KASUS,2020
368,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TEMPAT KERJA,0,KASUS,2020
369,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAINNYA,2,KASUS,2020
370,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SEKOLAH,0,KASUS,2020
371,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,FASILITAS UMUM,1,KASUS,2020
372,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
373,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUMAH TANGGA,28,KASUS,2020
374,32,JAWA BARAT,3209,KABUPATEN CIREBON,TEMPAT KERJA,0,KASUS,2020
375,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAINNYA,5,KASUS,2020
376,32,JAWA BARAT,3209,KABUPATEN CIREBON,SEKOLAH,0,KASUS,2020
377,32,JAWA BARAT,3209,KABUPATEN CIREBON,FASILITAS UMUM,6,KASUS,2020
378,32,JAWA BARAT,3209,KABUPATEN CIREBON,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
379,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUMAH TANGGA,7,KASUS,2020
380,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TEMPAT KERJA,0,KASUS,2020
381,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAINNYA,11,KASUS,2020
382,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SEKOLAH,0,KASUS,2020
383,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,FASILITAS UMUM,1,KASUS,2020
384,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
385,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUMAH TANGGA,9,KASUS,2020
386,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TEMPAT KERJA,0,KASUS,2020
387,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAINNYA,2,KASUS,2020
388,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SEKOLAH,0,KASUS,2020
389,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,FASILITAS UMUM,1,KASUS,2020
390,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
391,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUMAH TANGGA,11,KASUS,2020
392,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TEMPAT KERJA,1,KASUS,2020
393,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAINNYA,6,KASUS,2020
394,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SEKOLAH,0,KASUS,2020
395,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,FASILITAS UMUM,0,KASUS,2020
396,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
397,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH TANGGA,12,KASUS,2020
398,32,JAWA BARAT,3213,KABUPATEN SUBANG,TEMPAT KERJA,1,KASUS,2020
399,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAINNYA,3,KASUS,2020
400,32,JAWA BARAT,3213,KABUPATEN SUBANG,SEKOLAH,1,KASUS,2020
401,32,JAWA BARAT,3213,KABUPATEN SUBANG,FASILITAS UMUM,2,KASUS,2020
402,32,JAWA BARAT,3213,KABUPATEN SUBANG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
403,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH TANGGA,22,KASUS,2020
404,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TEMPAT KERJA,0,KASUS,2020
405,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAINNYA,3,KASUS,2020
406,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SEKOLAH,1,KASUS,2020
407,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FASILITAS UMUM,14,KASUS,2020
408,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
409,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH TANGGA,22,KASUS,2020
410,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TEMPAT KERJA,1,KASUS,2020
411,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAINNYA,17,KASUS,2020
412,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SEKOLAH,0,KASUS,2020
413,32,JAWA BARAT,3215,KABUPATEN KARAWANG,FASILITAS UMUM,1,KASUS,2020
414,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
415,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH TANGGA,22,KASUS,2020
416,32,JAWA BARAT,3216,KABUPATEN BEKASI,TEMPAT KERJA,0,KASUS,2020
417,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAINNYA,5,KASUS,2020
418,32,JAWA BARAT,3216,KABUPATEN BEKASI,SEKOLAH,0,KASUS,2020
419,32,JAWA BARAT,3216,KABUPATEN BEKASI,FASILITAS UMUM,4,KASUS,2020
420,32,JAWA BARAT,3216,KABUPATEN BEKASI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
421,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH TANGGA,9,KASUS,2020
422,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TEMPAT KERJA,0,KASUS,2020
423,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAINNYA,13,KASUS,2020
424,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SEKOLAH,1,KASUS,2020
425,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASILITAS UMUM,0,KASUS,2020
426,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
427,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH TANGGA,3,KASUS,2020
428,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TEMPAT KERJA,0,KASUS,2020
429,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAINNYA,23,KASUS,2020
430,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SEKOLAH,1,KASUS,2020
431,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASILITAS UMUM,2,KASUS,2020
432,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
433,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH TANGGA,3,KASUS,2020
434,32,JAWA BARAT,3271,KOTA BOGOR,TEMPAT KERJA,0,KASUS,2020
435,32,JAWA BARAT,3271,KOTA BOGOR,LAINNYA,6,KASUS,2020
436,32,JAWA BARAT,3271,KOTA BOGOR,SEKOLAH,0,KASUS,2020
437,32,JAWA BARAT,3271,KOTA BOGOR,FASILITAS UMUM,1,KASUS,2020
438,32,JAWA BARAT,3271,KOTA BOGOR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
439,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH TANGGA,32,KASUS,2020
440,32,JAWA BARAT,3272,KOTA SUKABUMI,TEMPAT KERJA,4,KASUS,2020
441,32,JAWA BARAT,3272,KOTA SUKABUMI,LAINNYA,8,KASUS,2020
442,32,JAWA BARAT,3272,KOTA SUKABUMI,SEKOLAH,0,KASUS,2020
443,32,JAWA BARAT,3272,KOTA SUKABUMI,FASILITAS UMUM,0,KASUS,2020
444,32,JAWA BARAT,3272,KOTA SUKABUMI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
445,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH TANGGA,108,KASUS,2020
446,32,JAWA BARAT,3273,KOTA BANDUNG,TEMPAT KERJA,0,KASUS,2020
447,32,JAWA BARAT,3273,KOTA BANDUNG,LAINNYA,67,KASUS,2020
448,32,JAWA BARAT,3273,KOTA BANDUNG,SEKOLAH,3,KASUS,2020
449,32,JAWA BARAT,3273,KOTA BANDUNG,FASILITAS UMUM,12,KASUS,2020
450,32,JAWA BARAT,3273,KOTA BANDUNG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
451,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH TANGGA,25,KASUS,2020
452,32,JAWA BARAT,3274,KOTA CIREBON,TEMPAT KERJA,0,KASUS,2020
453,32,JAWA BARAT,3274,KOTA CIREBON,LAINNYA,1,KASUS,2020
454,32,JAWA BARAT,3274,KOTA CIREBON,SEKOLAH,2,KASUS,2020
455,32,JAWA BARAT,3274,KOTA CIREBON,FASILITAS UMUM,1,KASUS,2020
456,32,JAWA BARAT,3274,KOTA CIREBON,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
457,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH TANGGA,133,KASUS,2020
458,32,JAWA BARAT,3275,KOTA BEKASI,TEMPAT KERJA,1,KASUS,2020
459,32,JAWA BARAT,3275,KOTA BEKASI,LAINNYA,8,KASUS,2020
460,32,JAWA BARAT,3275,KOTA BEKASI,SEKOLAH,2,KASUS,2020
461,32,JAWA BARAT,3275,KOTA BEKASI,FASILITAS UMUM,0,KASUS,2020
462,32,JAWA BARAT,3275,KOTA BEKASI,LEMBAGA PENDIDIKAN KILAT,1,KASUS,2020
463,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH TANGGA,41,KASUS,2020
464,32,JAWA BARAT,3276,KOTA DEPOK,TEMPAT KERJA,0,KASUS,2020
465,32,JAWA BARAT,3276,KOTA DEPOK,LAINNYA,11,KASUS,2020
466,32,JAWA BARAT,3276,KOTA DEPOK,SEKOLAH,2,KASUS,2020
467,32,JAWA BARAT,3276,KOTA DEPOK,FASILITAS UMUM,10,KASUS,2020
468,32,JAWA BARAT,3276,KOTA DEPOK,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
469,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH TANGGA,11,KASUS,2020
470,32,JAWA BARAT,3277,KOTA CIMAHI,TEMPAT KERJA,0,KASUS,2020
471,32,JAWA BARAT,3277,KOTA CIMAHI,LAINNYA,6,KASUS,2020
472,32,JAWA BARAT,3277,KOTA CIMAHI,SEKOLAH,0,KASUS,2020
473,32,JAWA BARAT,3277,KOTA CIMAHI,FASILITAS UMUM,5,KASUS,2020
474,32,JAWA BARAT,3277,KOTA CIMAHI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
475,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH TANGGA,9,KASUS,2020
476,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TEMPAT KERJA,0,KASUS,2020
477,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAINNYA,3,KASUS,2020
478,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SEKOLAH,0,KASUS,2020
479,32,JAWA BARAT,3278,KOTA TASIKMALAYA,FASILITAS UMUM,6,KASUS,2020
480,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
481,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH TANGGA,6,KASUS,2020
482,32,JAWA BARAT,3279,KOTA BANJAR,TEMPAT KERJA,0,KASUS,2020
483,32,JAWA BARAT,3279,KOTA BANJAR,LAINNYA,12,KASUS,2020
484,32,JAWA BARAT,3279,KOTA BANJAR,SEKOLAH,0,KASUS,2020
485,32,JAWA BARAT,3279,KOTA BANJAR,FASILITAS UMUM,0,KASUS,2020
486,32,JAWA BARAT,3279,KOTA BANJAR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2020
487,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUMAH TANGGA,4,KASUS,2021
488,32,JAWA BARAT,3201,KABUPATEN BOGOR,TEMPAT KERJA,0,KASUS,2021
489,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAINNYA,15,KASUS,2021
490,32,JAWA BARAT,3201,KABUPATEN BOGOR,SEKOLAH,1,KASUS,2021
491,32,JAWA BARAT,3201,KABUPATEN BOGOR,FASILITAS UMUM,1,KASUS,2021
492,32,JAWA BARAT,3201,KABUPATEN BOGOR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
493,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUMAH TANGGA,42,KASUS,2021
494,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TEMPAT KERJA,2,KASUS,2021
495,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAINNYA,25,KASUS,2021
496,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SEKOLAH,0,KASUS,2021
497,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,FASILITAS UMUM,2,KASUS,2021
498,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
499,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUMAH TANGGA,1,KASUS,2021
500,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TEMPAT KERJA,0,KASUS,2021
501,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAINNYA,0,KASUS,2021
502,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SEKOLAH,3,KASUS,2021
503,32,JAWA BARAT,3203,KABUPATEN CIANJUR,FASILITAS UMUM,0,KASUS,2021
504,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
505,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUMAH TANGGA,66,KASUS,2021
506,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TEMPAT KERJA,1,KASUS,2021
507,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAINNYA,11,KASUS,2021
508,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SEKOLAH,1,KASUS,2021
509,32,JAWA BARAT,3204,KABUPATEN BANDUNG,FASILITAS UMUM,12,KASUS,2021
510,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
511,32,JAWA BARAT,3205,KABUPATEN GARUT,RUMAH TANGGA,6,KASUS,2021
512,32,JAWA BARAT,3205,KABUPATEN GARUT,TEMPAT KERJA,0,KASUS,2021
513,32,JAWA BARAT,3205,KABUPATEN GARUT,LAINNYA,4,KASUS,2021
514,32,JAWA BARAT,3205,KABUPATEN GARUT,SEKOLAH,1,KASUS,2021
515,32,JAWA BARAT,3205,KABUPATEN GARUT,FASILITAS UMUM,1,KASUS,2021
516,32,JAWA BARAT,3205,KABUPATEN GARUT,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
517,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUMAH TANGGA,0,KASUS,2021
518,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TEMPAT KERJA,0,KASUS,2021
519,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAINNYA,2,KASUS,2021
520,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SEKOLAH,0,KASUS,2021
521,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASILITAS UMUM,0,KASUS,2021
522,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
523,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUMAH TANGGA,4,KASUS,2021
524,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TEMPAT KERJA,0,KASUS,2021
525,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAINNYA,14,KASUS,2021
526,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SEKOLAH,0,KASUS,2021
527,32,JAWA BARAT,3207,KABUPATEN CIAMIS,FASILITAS UMUM,0,KASUS,2021
528,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
529,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUMAH TANGGA,1,KASUS,2021
530,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TEMPAT KERJA,0,KASUS,2021
531,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAINNYA,18,KASUS,2021
532,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SEKOLAH,0,KASUS,2021
533,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,FASILITAS UMUM,0,KASUS,2021
534,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
535,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUMAH TANGGA,29,KASUS,2021
536,32,JAWA BARAT,3209,KABUPATEN CIREBON,TEMPAT KERJA,0,KASUS,2021
537,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAINNYA,7,KASUS,2021
538,32,JAWA BARAT,3209,KABUPATEN CIREBON,SEKOLAH,2,KASUS,2021
539,32,JAWA BARAT,3209,KABUPATEN CIREBON,FASILITAS UMUM,5,KASUS,2021
540,32,JAWA BARAT,3209,KABUPATEN CIREBON,LEMBAGA PENDIDIKAN KILAT,1,KASUS,2021
541,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUMAH TANGGA,40,KASUS,2021
542,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TEMPAT KERJA,0,KASUS,2021
